year,province_name,province_code,city_name,city_code,enterprise_registration_count,individual_business_registration_count
2017,广东省,440000,潮州市,445100,16744,12165
2018,广东省,440000,潮州市,445100,15994,8131
2019,广东省,440000,潮州市,445100,19748,8518
2020,广东省,440000,潮州市,445100,19312,9780
2021,广东省,440000,潮州市,445100,24736,17924
2022,广东省,440000,潮州市,445100,24832,18463
2023,广东省,440000,潮州市,445100,16711,13464
2000,广东省,440000,揭阳市,445200,9396,7944
2001,广东省,440000,揭阳市,445200,7053,6008
2002,广东省,440000,揭阳市,445200,2937,1817
2003,广东省,440000,揭阳市,445200,3838,2421
2004,广东省,440000,揭阳市,445200,7064,5585
2005,广东省,440000,揭阳市,445200,4195,3037
2006,广东省,440000,揭阳市,445200,4410,3218
2007,广东省,440000,揭阳市,445200,10635,8879
2008,广东省,440000,揭阳市,445200,7951,6625
2009,广东省,440000,揭阳市,445200,10024,8138
2010,广东省,440000,揭阳市,445200,10843,8137
2011,广东省,440000,揭阳市,445200,9987,7298
2012,广东省,440000,揭阳市,445200,12639,9691
2013,广东省,440000,揭阳市,445200,14474,11381
2014,广东省,440000,揭阳市,445200,21455,17098
2015,广东省,440000,揭阳市,445200,21303,16730
2016,广东省,440000,揭阳市,445200,27046,19547
2017,广东省,440000,揭阳市,445200,38206,28348
2018,广东省,440000,揭阳市,445200,40229,20796
2019,广东省,440000,揭阳市,445200,46254,19033
2020,广东省,440000,揭阳市,445200,35350,19141
2021,广东省,440000,揭阳市,445200,29456,21139
2022,广东省,440000,揭阳市,445200,38608,30218
2023,广东省,440000,揭阳市,445200,29619,25586
2000,广东省,440000,云浮市,445300,18425,16905
2001,广东省,440000,云浮市,445300,5032,4203
2002,广东省,440000,云浮市,445300,7976,6763
2003,广东省,440000,云浮市,445300,7941,5936
2004,广东省,440000,云浮市,445300,8082,6701
2005,广东省,440000,云浮市,445300,6856,5569
2006,广东省,440000,云浮市,445300,6262,5039
2007,广东省,440000,云浮市,445300,9266,7879
2008,广东省,440000,云浮市,445300,9782,8494
2009,广东省,440000,云浮市,445300,9765,8479
2010,广东省,440000,云浮市,445300,9457,7834
2011,广东省,440000,云浮市,445300,9384,7887
2012,广东省,440000,云浮市,445300,11082,9256
2013,广东省,440000,云浮市,445300,15713,10426
2014,广东省,440000,云浮市,445300,13114,9562
2015,广东省,440000,云浮市,445300,13050,10216
2016,广东省,440000,云浮市,445300,14871,11209
2017,广东省,440000,云浮市,445300,19714,14725
2018,广东省,440000,云浮市,445300,23095,15781
2019,广东省,440000,云浮市,445300,21873,14273
2020,广东省,440000,云浮市,445300,20944,13881
2021,广东省,440000,云浮市,445300,18875,14188
2022,广东省,440000,云浮市,445300,20432,15930
2023,广东省,440000,云浮市,445300,11676,7875
2000,广西壮族自治区,450000,南宁市,450100,59111,47279
2001,广西壮族自治区,450000,南宁市,450100,19205,11840
2002,广西壮族自治区,450000,南宁市,450100,21092,13510
2003,广西壮族自治区,450000,南宁市,450100,21027,12420
2004,广西壮族自治区,450000,南宁市,450100,30808,20097
2005,广西壮族自治区,450000,南宁市,450100,29903,19479
2006,广西壮族自治区,450000,南宁市,450100,27743,17829
2007,广西壮族自治区,450000,南宁市,450100,36607,24384
2008,广西壮族自治区,450000,南宁市,450100,45714,34759
2009,广西壮族自治区,450000,南宁市,450100,43762,28985
2010,广西壮族自治区,450000,南宁市,450100,46341,30719
2011,广西壮族自治区,450000,南宁市,450100,50065,27201
2012,广西壮族自治区,450000,南宁市,450100,59207,35754
2013,广西壮族自治区,450000,南宁市,450100,70644,44005
2014,广西壮族自治区,450000,南宁市,450100,86363,47504
2015,广西壮族自治区,450000,南宁市,450100,119069,65375
2016,广西壮族自治区,450000,南宁市,450100,115645,59128
2017,广西壮族自治区,450000,南宁市,450100,116688,64966
2018,广西壮族自治区,450000,南宁市,450100,121589,51809
2019,广西壮族自治区,450000,南宁市,450100,137121,53555
2020,广西壮族自治区,450000,南宁市,450100,110990,45327
2021,广西壮族自治区,450000,南宁市,450100,107102,49705
2022,广西壮族自治区,450000,南宁市,450100,112554,64962
2023,广西壮族自治区,450000,南宁市,450100,37216,19098
2000,广西壮族自治区,450000,柳州市,450200,20188,17285
2001,广西壮族自治区,450000,柳州市,450200,7373,5054
2002,广西壮族自治区,450000,柳州市,450200,8122,5304
2003,广西壮族自治区,450000,柳州市,450200,10058,6700
2004,广西壮族自治区,450000,柳州市,450200,13088,9338
2005,广西壮族自治区,450000,柳州市,450200,11014,7854
2006,广西壮族自治区,450000,柳州市,450200,11138,8003
2007,广西壮族自治区,450000,柳州市,450200,14460,10524
2008,广西壮族自治区,450000,柳州市,450200,15008,11718
2009,广西壮族自治区,450000,柳州市,450200,17142,12964
2010,广西壮族自治区,450000,柳州市,450200,18133,13655
2011,广西壮族自治区,450000,柳州市,450200,23285,16886
2012,广西壮族自治区,450000,柳州市,450200,21732,13685
2013,广西壮族自治区,450000,柳州市,450200,30306,21396
2014,广西壮族自治区,450000,柳州市,450200,28960,19491
2015,广西壮族自治区,450000,柳州市,450200,35159,24669
2016,广西壮族自治区,450000,柳州市,450200,37888,25572
2017,广西壮族自治区,450000,柳州市,450200,46195,31968
2018,广西壮族自治区,450000,柳州市,450200,44864,26687
2019,广西壮族自治区,450000,柳州市,450200,50564,28838
2020,广西壮族自治区,450000,柳州市,450200,48974,30510
2021,广西壮族自治区,450000,柳州市,450200,38617,26754
2022,广西壮族自治区,450000,柳州市,450200,51154,38628
2023,广西壮族自治区,450000,柳州市,450200,12851,10601
2000,广西壮族自治区,450000,桂林市,450300,26484,23183
2001,广西壮族自治区,450000,桂林市,450300,11330,8059
2002,广西壮族自治区,450000,桂林市,450300,10720,7344
2003,广西壮族自治区,450000,桂林市,450300,12919,8909
2004,广西壮族自治区,450000,桂林市,450300,18251,14042
2005,广西壮族自治区,450000,桂林市,450300,13919,9970
2006,广西壮族自治区,450000,桂林市,450300,14789,10990
2007,广西壮族自治区,450000,桂林市,450300,17737,13404
2008,广西壮族自治区,450000,桂林市,450300,21353,16901
2009,广西壮族自治区,450000,桂林市,450300,23880,18330
2010,广西壮族自治区,450000,桂林市,450300,23505,17828
2011,广西壮族自治区,450000,桂林市,450300,22546,15602
2012,广西壮族自治区,450000,桂林市,450300,25382,16725
2013,广西壮族自治区,450000,桂林市,450300,29244,20762
2014,广西壮族自治区,450000,桂林市,450300,30285,21298
2015,广西壮族自治区,450000,桂林市,450300,40531,29392
2016,广西壮族自治区,450000,桂林市,450300,43713,30573
2017,广西壮族自治区,450000,桂林市,450300,48991,33894
2018,广西壮族自治区,450000,桂林市,450300,55760,36710
2019,广西壮族自治区,450000,桂林市,450300,57222,34907
2020,广西壮族自治区,450000,桂林市,450300,67613,49947
2021,广西壮族自治区,450000,桂林市,450300,56175,40135
2022,广西壮族自治区,450000,桂林市,450300,58116,44304
2023,广西壮族自治区,450000,桂林市,450300,18597,16059
2000,广西壮族自治区,450000,梧州市,450400,9227,7894
2001,广西壮族自治区,450000,梧州市,450400,3479,2353
2002,广西壮族自治区,450000,梧州市,450400,4432,3310
2003,广西壮族自治区,450000,梧州市,450400,4219,2810
2004,广西壮族自治区,450000,梧州市,450400,6982,5358
2005,广西壮族自治区,450000,梧州市,450400,6018,4510
2006,广西壮族自治区,450000,梧州市,450400,5955,4508
2007,广西壮族自治区,450000,梧州市,450400,7946,6351
2008,广西壮族自治区,450000,梧州市,450400,9327,7723
2009,广西壮族自治区,450000,梧州市,450400,10323,8003
2010,广西壮族自治区,450000,梧州市,450400,9816,7606
2011,广西壮族自治区,450000,梧州市,450400,12180,7165
2012,广西壮族自治区,450000,梧州市,450400,13638,8063
2013,广西壮族自治区,450000,梧州市,450400,15393,9259
2014,广西壮族自治区,450000,梧州市,450400,14320,10060
2015,广西壮族自治区,450000,梧州市,450400,20600,15715
2016,广西壮族自治区,450000,梧州市,450400,17877,12974
2017,广西壮族自治区,450000,梧州市,450400,20357,14483
2018,广西壮族自治区,450000,梧州市,450400,23875,16696
2019,广西壮族自治区,450000,梧州市,450400,28453,18410
2020,广西壮族自治区,450000,梧州市,450400,29041,20071
2021,广西壮族自治区,450000,梧州市,450400,26738,19331
2022,广西壮族自治区,450000,梧州市,450400,32240,25935
2023,广西壮族自治区,450000,梧州市,450400,9370,8262
2000,广西壮族自治区,450000,北海市,450500,3831,3396
2001,广西壮族自治区,450000,北海市,450500,2140,1603
2002,广西壮族自治区,450000,北海市,450500,2225,1687
2003,广西壮族自治区,450000,北海市,450500,2671,2045
2004,广西壮族自治区,450000,北海市,450500,4281,3479
2005,广西壮族自治区,450000,北海市,450500,3408,2630
2006,广西壮族自治区,450000,北海市,450500,3779,2993
2007,广西壮族自治区,450000,北海市,450500,5125,4066
2008,广西壮族自治区,450000,北海市,450500,6122,4953
2009,广西壮族自治区,450000,北海市,450500,6915,5178
2010,广西壮族自治区,450000,北海市,450500,7731,5420
2011,广西壮族自治区,450000,北海市,450500,7302,5265
2012,广西壮族自治区,450000,北海市,450500,7028,4621
2013,广西壮族自治区,450000,北海市,450500,8708,5593
2014,广西壮族自治区,450000,北海市,450500,12576,8208
2015,广西壮族自治区,450000,北海市,450500,16236,10832
2016,广西壮族自治区,450000,北海市,450500,16513,11065
2017,广西壮族自治区,450000,北海市,450500,22707,14999
2018,广西壮族自治区,450000,北海市,450500,23938,13360
2019,广西壮族自治区,450000,北海市,450500,30203,16116
2020,广西壮族自治区,450000,北海市,450500,30696,19004
2021,广西壮族自治区,450000,北海市,450500,21587,15351
2022,广西壮族自治区,450000,北海市,450500,28287,23537
2023,广西壮族自治区,450000,北海市,450500,8526,7299
2000,广西壮族自治区,450000,防城港市,450600,5217,4751
2001,广西壮族自治区,450000,防城港市,450600,3147,2589
2002,广西壮族自治区,450000,防城港市,450600,2520,1999
2003,广西壮族自治区,450000,防城港市,450600,3299,2663
2004,广西壮族自治区,450000,防城港市,450600,4188,3379
2005,广西壮族自治区,450000,防城港市,450600,2636,1972
2006,广西壮族自治区,450000,防城港市,450600,3036,2317
2007,广西壮族自治区,450000,防城港市,450600,4510,3594
2008,广西壮族自治区,450000,防城港市,450600,5000,3987
2009,广西壮族自治区,450000,防城港市,450600,5303,4141
2010,广西壮族自治区,450000,防城港市,450600,6260,4804
2011,广西壮族自治区,450000,防城港市,450600,8159,6477
2012,广西壮族自治区,450000,防城港市,450600,8547,6535
2013,广西壮族自治区,450000,防城港市,450600,9935,7608
2014,广西壮族自治区,450000,防城港市,450600,9835,7242
2015,广西壮族自治区,450000,防城港市,450600,10933,7762
2016,广西壮族自治区,450000,防城港市,450600,10835,7621
2017,广西壮族自治区,450000,防城港市,450600,12572,9047
2018,广西壮族自治区,450000,防城港市,450600,13891,8424
2019,广西壮族自治区,450000,防城港市,450600,15915,9751
2020,广西壮族自治区,450000,防城港市,450600,17771,12636
2021,广西壮族自治区,450000,防城港市,450600,13598,9205
2022,广西壮族自治区,450000,防城港市,450600,13267,10135
2023,广西壮族自治区,450000,防城港市,450600,6184,5393
2000,广西壮族自治区,450000,钦州市,450700,11282,10662
2001,广西壮族自治区,450000,钦州市,450700,3219,2614
2002,广西壮族自治区,450000,钦州市,450700,3077,2125
2003,广西壮族自治区,450000,钦州市,450700,4379,3385
2004,广西壮族自治区,450000,钦州市,450700,8064,6920
2005,广西壮族自治区,450000,钦州市,450700,5579,4557
2006,广西壮族自治区,450000,钦州市,450700,5784,4628
2007,广西壮族自治区,450000,钦州市,450700,6817,5376
2008,广西壮族自治区,450000,钦州市,450700,7657,6333
2009,广西壮族自治区,450000,钦州市,450700,10934,9192
2010,广西壮族自治区,450000,钦州市,450700,10729,8162
2011,广西壮族自治区,450000,钦州市,450700,9962,7356
2012,广西壮族自治区,450000,钦州市,450700,10741,7211
2013,广西壮族自治区,450000,钦州市,450700,12601,8525
2014,广西壮族自治区,450000,钦州市,450700,14524,10596
2015,广西壮族自治区,450000,钦州市,450700,20935,15426
2016,广西壮族自治区,450000,钦州市,450700,22665,16736
2017,广西壮族自治区,450000,钦州市,450700,25941,18834
2018,广西壮族自治区,450000,钦州市,450700,27617,16261
2019,广西壮族自治区,450000,钦州市,450700,27249,15106
2020,广西壮族自治区,450000,钦州市,450700,92954,23374
2021,广西壮族自治区,450000,钦州市,450700,33230,16770
2022,广西壮族自治区,450000,钦州市,450700,33062,18534
2023,广西壮族自治区,450000,钦州市,450700,7120,5983
2000,广西壮族自治区,450000,贵港市,450800,18671,17417
2001,广西壮族自治区,450000,贵港市,450800,5730,4784
2002,广西壮族自治区,450000,贵港市,450800,4439,3539
2003,广西壮族自治区,450000,贵港市,450800,7286,5889
2004,广西壮族自治区,450000,贵港市,450800,11397,9760
2005,广西壮族自治区,450000,贵港市,450800,8652,7361
2006,广西壮族自治区,450000,贵港市,450800,7066,5907
2007,广西壮族自治区,450000,贵港市,450800,8186,6906
2008,广西壮族自治区,450000,贵港市,450800,8606,7426
2009,广西壮族自治区,450000,贵港市,450800,11496,8659
2010,广西壮族自治区,450000,贵港市,450800,11456,9447
2011,广西壮族自治区,450000,贵港市,450800,14283,11705
2012,广西壮族自治区,450000,贵港市,450800,15952,11802
2013,广西壮族自治区,450000,贵港市,450800,16947,12617
2014,广西壮族自治区,450000,贵港市,450800,17362,12537
2015,广西壮族自治区,450000,贵港市,450800,25722,19719
2016,广西壮族自治区,450000,贵港市,450800,30548,22262
2017,广西壮族自治区,450000,贵港市,450800,34049,25667
2018,广西壮族自治区,450000,贵港市,450800,36972,22975
2019,广西壮族自治区,450000,贵港市,450800,51111,28548
2020,广西壮族自治区,450000,贵港市,450800,43919,28068
2021,广西壮族自治区,450000,贵港市,450800,32069,22330
2022,广西壮族自治区,450000,贵港市,450800,41017,32087
2023,广西壮族自治区,450000,贵港市,450800,10935,9345
2000,广西壮族自治区,450000,玉林市,450900,12842,10605
2001,广西壮族自治区,450000,玉林市,450900,5735,3979
2002,广西壮族自治区,450000,玉林市,450900,6280,4332
2003,广西壮族自治区,450000,玉林市,450900,7979,5416
2004,广西壮族自治区,450000,玉林市,450900,9331,6906
2005,广西壮族自治区,450000,玉林市,450900,8885,6511
2006,广西壮族自治区,450000,玉林市,450900,8491,6294
2007,广西壮族自治区,450000,玉林市,450900,10633,7954
2008,广西壮族自治区,450000,玉林市,450900,12408,9700
2009,广西壮族自治区,450000,玉林市,450900,15446,12364
2010,广西壮族自治区,450000,玉林市,450900,14401,11120
2011,广西壮族自治区,450000,玉林市,450900,18041,10664
2012,广西壮族自治区,450000,玉林市,450900,19370,12095
2013,广西壮族自治区,450000,玉林市,450900,19817,13099
2014,广西壮族自治区,450000,玉林市,450900,18039,12283
2015,广西壮族自治区,450000,玉林市,450900,32122,23578
2016,广西壮族自治区,450000,玉林市,450900,34584,24490
2017,广西壮族自治区,450000,玉林市,450900,39229,27343
2018,广西壮族自治区,450000,玉林市,450900,48881,26748
2019,广西壮族自治区,450000,玉林市,450900,51424,26069
2020,广西壮族自治区,450000,玉林市,450900,48495,26566
2021,广西壮族自治区,450000,玉林市,450900,38187,24027
2022,广西壮族自治区,450000,玉林市,450900,60904,47794
2023,广西壮族自治区,450000,玉林市,450900,14895,11106
2000,广西壮族自治区,450000,百色市,451000,17888,16754
2001,广西壮族自治区,450000,百色市,451000,5128,4306
2002,广西壮族自治区,450000,百色市,451000,5231,4314
2003,广西壮族自治区,450000,百色市,451000,7382,6072
2004,广西壮族自治区,450000,百色市,451000,10728,9270
2005,广西壮族自治区,450000,百色市,451000,9506,8169
2006,广西壮族自治区,450000,百色市,451000,10380,8905
2007,广西壮族自治区,450000,百色市,451000,12196,10695
2008,广西壮族自治区,450000,百色市,451000,15432,13968
2009,广西壮族自治区,450000,百色市,451000,16833,14705
2010,广西壮族自治区,450000,百色市,451000,16170,13749
2011,广西壮族自治区,450000,百色市,451000,16029,13458
2012,广西壮族自治区,450000,百色市,451000,18788,14364
2013,广西壮族自治区,450000,百色市,451000,21824,15593
2014,广西壮族自治区,450000,百色市,451000,21176,14972
2015,广西壮族自治区,450000,百色市,451000,29037,22240
2016,广西壮族自治区,450000,百色市,451000,28802,21263
2017,广西壮族自治区,450000,百色市,451000,32993,25211
2018,广西壮族自治区,450000,百色市,451000,32734,23361
2019,广西壮族自治区,450000,百色市,451000,32480,21802
2020,广西壮族自治区,450000,百色市,451000,41430,31107
2021,广西壮族自治区,450000,百色市,451000,31349,22867
2022,广西壮族自治区,450000,百色市,451000,40311,33020
2023,广西壮族自治区,450000,百色市,451000,10923,9660
2000,广西壮族自治区,450000,贺州市,451100,4943,4069
2001,广西壮族自治区,450000,贺州市,451100,2370,1626
2002,广西壮族自治区,450000,贺州市,451100,2049,1228
2003,广西壮族自治区,450000,贺州市,451100,2361,1651
2004,广西壮族自治区,450000,贺州市,451100,3112,2203
2005,广西壮族自治区,450000,贺州市,451100,3145,2311
2006,广西壮族自治区,450000,贺州市,451100,3518,2640
2007,广西壮族自治区,450000,贺州市,451100,4254,3190
2008,广西壮族自治区,450000,贺州市,451100,6103,5323
2009,广西壮族自治区,450000,贺州市,451100,7089,6044
2010,广西壮族自治区,450000,贺州市,451100,6901,5542
2011,广西壮族自治区,450000,贺州市,451100,7016,5791
2012,广西壮族自治区,450000,贺州市,451100,8710,6462
2013,广西壮族自治区,450000,贺州市,451100,10423,7199
2014,广西壮族自治区,450000,贺州市,451100,10629,7373
2015,广西壮族自治区,450000,贺州市,451100,14380,11207
2016,广西壮族自治区,450000,贺州市,451100,15910,11974
2017,广西壮族自治区,450000,贺州市,451100,18384,13984
2018,广西壮族自治区,450000,贺州市,451100,18931,12995
2019,广西壮族自治区,450000,贺州市,451100,20410,13638
2020,广西壮族自治区,450000,贺州市,451100,25031,14987
2021,广西壮族自治区,450000,贺州市,451100,17330,12070
2022,广西壮族自治区,450000,贺州市,451100,20778,15656
2023,广西壮族自治区,450000,贺州市,451100,5938,4957
2000,广西壮族自治区,450000,河池市,451200,14454,13600
2001,广西壮族自治区,450000,河池市,451200,6208,5078
2002,广西壮族自治区,450000,河池市,451200,6246,5221
2003,广西壮族自治区,450000,河池市,451200,7224,5981
2004,广西壮族自治区,450000,河池市,451200,8693,7209
2005,广西壮族自治区,450000,河池市,451200,7516,6163
2006,广西壮族自治区,450000,河池市,451200,8986,7671
2007,广西壮族自治区,450000,河池市,451200,9653,8217
2008,广西壮族自治区,450000,河池市,451200,11107,9709
2009,广西壮族自治区,450000,河池市,451200,14434,12839
2010,广西壮族自治区,450000,河池市,451200,12292,10507
2011,广西壮族自治区,450000,河池市,451200,12986,10926
2012,广西壮族自治区,450000,河池市,451200,15106,11317
2013,广西壮族自治区,450000,河池市,451200,18452,13112
2014,广西壮族自治区,450000,河池市,451200,18451,13451
2015,广西壮族自治区,450000,河池市,451200,25730,19304
2016,广西壮族自治区,450000,河池市,451200,25311,18486
2017,广西壮族自治区,450000,河池市,451200,25578,19313
2018,广西壮族自治区,450000,河池市,451200,26589,20162
2019,广西壮族自治区,450000,河池市,451200,28646,21251
2020,广西壮族自治区,450000,河池市,451200,36551,29173
2021,广西壮族自治区,450000,河池市,451200,27628,21404
2022,广西壮族自治区,450000,河池市,451200,33969,27773
2023,广西壮族自治区,450000,河池市,451200,10465,9471
2000,广西壮族自治区,450000,来宾市,451300,10070,9339
2001,广西壮族自治区,450000,来宾市,451300,3307,2739
2002,广西壮族自治区,450000,来宾市,451300,3526,3099
2003,广西壮族自治区,450000,来宾市,451300,3743,3004
2004,广西壮族自治区,450000,来宾市,451300,5415,4551
2005,广西壮族自治区,450000,来宾市,451300,5422,4419
2006,广西壮族自治区,450000,来宾市,451300,4581,3732
2007,广西壮族自治区,450000,来宾市,451300,5292,4235
2008,广西壮族自治区,450000,来宾市,451300,6434,5590
2009,广西壮族自治区,450000,来宾市,451300,8378,7082
2010,广西壮族自治区,450000,来宾市,451300,7601,6230
2011,广西壮族自治区,450000,来宾市,451300,7191,5973
2012,广西壮族自治区,450000,来宾市,451300,8961,6695
2013,广西壮族自治区,450000,来宾市,451300,11838,8612
2014,广西壮族自治区,450000,来宾市,451300,12528,9802
2015,广西壮族自治区,450000,来宾市,451300,16950,13398
2016,广西壮族自治区,450000,来宾市,451300,19047,14651
2017,广西壮族自治区,450000,来宾市,451300,19933,14353
2018,广西壮族自治区,450000,来宾市,451300,19039,13057
2019,广西壮族自治区,450000,来宾市,451300,19868,13497
2020,广西壮族自治区,450000,来宾市,451300,22149,15637
2021,广西壮族自治区,450000,来宾市,451300,20592,15833
2022,广西壮族自治区,450000,来宾市,451300,22920,18798
2023,广西壮族自治区,450000,来宾市,451300,6171,5460
2000,广西壮族自治区,450000,崇左市,451400,17955,17514
2001,广西壮族自治区,450000,崇左市,451400,5986,5537
2002,广西壮族自治区,450000,崇左市,451400,5722,5181
2003,广西壮族自治区,450000,崇左市,451400,5447,4932
2004,广西壮族自治区,450000,崇左市,451400,10332,9520
2005,广西壮族自治区,450000,崇左市,451400,6383,5534
2006,广西壮族自治区,450000,崇左市,451400,6733,5904
2007,广西壮族自治区,450000,崇左市,451400,8178,7086
2008,广西壮族自治区,450000,崇左市,451400,8194,7278
2009,广西壮族自治区,450000,崇左市,451400,8379,7167
2010,广西壮族自治区,450000,崇左市,451400,9633,8335
2011,广西壮族自治区,450000,崇左市,451400,10544,9013
2012,广西壮族自治区,450000,崇左市,451400,12050,9746
2013,广西壮族自治区,450000,崇左市,451400,12598,9886
2014,广西壮族自治区,450000,崇左市,451400,13191,10833
2015,广西壮族自治区,450000,崇左市,451400,16904,13221
2016,广西壮族自治区,450000,崇左市,451400,17615,13441
2017,广西壮族自治区,450000,崇左市,451400,20545,16186
2018,广西壮族自治区,450000,崇左市,451400,21672,16569
2019,广西壮族自治区,450000,崇左市,451400,22259,16667
2020,广西壮族自治区,450000,崇左市,451400,25147,19730
2021,广西壮族自治区,450000,崇左市,451400,22239,17876
2022,广西壮族自治区,450000,崇左市,451400,26698,21546
2023,广西壮族自治区,450000,崇左市,451400,10884,10214
2000,海南省,460000,海口市,460100,6363,1592
2001,海南省,460000,海口市,460100,5902,1334
2002,海南省,460000,海口市,460100,6368,1777
2003,海南省,460000,海口市,460100,10510,4759
2004,海南省,460000,海口市,460100,14772,8245
2005,海南省,460000,海口市,460100,15468,8451
2006,海南省,460000,海口市,460100,15608,8202
2007,海南省,460000,海口市,460100,20655,12829
2008,海南省,460000,海口市,460100,17863,10679
2009,海南省,460000,海口市,460100,19894,11896
2010,海南省,460000,海口市,460100,24128,13214
2011,海南省,460000,海口市,460100,23851,13378
2012,海南省,460000,海口市,460100,22425,12574
2013,海南省,460000,海口市,460100,27335,14287
2014,海南省,460000,海口市,460100,35357,17536
2015,海南省,460000,海口市,460100,45576,25154
2016,海南省,460000,海口市,460100,56486,31613
2017,海南省,460000,海口市,460100,54386,27934
2018,海南省,460000,海口市,460100,62111,14508
2019,海南省,460000,海口市,460100,97026,23751
2020,海南省,460000,海口市,460100,94127,23070
2021,海南省,460000,海口市,460100,122747,38920
2022,海南省,460000,海口市,460100,204179,72537
2023,海南省,460000,海口市,460100,92055,35644
2000,海南省,460000,三亚市,460200,786,267
2001,海南省,460000,三亚市,460200,1101,518
2002,海南省,460000,三亚市,460200,1541,764
2003,海南省,460000,三亚市,460200,2268,1150
2004,海南省,460000,三亚市,460200,3311,1806
2005,海南省,460000,三亚市,460200,3272,1688
2006,海南省,460000,三亚市,460200,3773,1861
2007,海南省,460000,三亚市,460200,7097,4790
2008,海南省,460000,三亚市,460200,5221,3451
2009,海南省,460000,三亚市,460200,5888,3857
2010,海南省,460000,三亚市,460200,5971,3260
2011,海南省,460000,三亚市,460200,6081,3570
2012,海南省,460000,三亚市,460200,6164,3632
2013,海南省,460000,三亚市,460200,7434,4281
2014,海南省,460000,三亚市,460200,10394,6236
2015,海南省,460000,三亚市,460200,11352,6484
2016,海南省,460000,三亚市,460200,13738,8324
2017,海南省,460000,三亚市,460200,25506,16872
2018,海南省,460000,三亚市,460200,20883,7661
2019,海南省,460000,三亚市,460200,37282,17190
2020,海南省,460000,三亚市,460200,39638,13655
2021,海南省,460000,三亚市,460200,49031,18439
2022,海南省,460000,三亚市,460200,38942,14166
2023,海南省,460000,三亚市,460200,21412,8128
2000,海南省,460000,三沙市,460300,1,
2002,海南省,460000,三沙市,460300,2,1
2003,海南省,460000,三沙市,460300,1,1
2004,海南省,460000,三沙市,460300,5,5
2005,海南省,460000,三沙市,460300,7,7
2007,海南省,460000,三沙市,460300,1,1
2009,海南省,460000,三沙市,460300,4,
2010,海南省,460000,三沙市,460300,2,
2011,海南省,460000,三沙市,460300,3,2
2012,海南省,460000,三沙市,460300,11,
2013,海南省,460000,三沙市,460300,17,2
2014,海南省,460000,三沙市,460300,82,46
2015,海南省,460000,三沙市,460300,55,1
2016,海南省,460000,三沙市,460300,15,1
2017,海南省,460000,三沙市,460300,16,2
2018,海南省,460000,三沙市,460300,14,4
2019,海南省,460000,三沙市,460300,17,7
2020,海南省,460000,三沙市,460300,12,2
2021,海南省,460000,三沙市,460300,8,4
2022,海南省,460000,三沙市,460300,7,
2023,海南省,460000,三沙市,460300,4,
2000,海南省,460000,儋州市,460400,1521,1127
2001,海南省,460000,儋州市,460400,567,187
2002,海南省,460000,儋州市,460400,764,400
2003,海南省,460000,儋州市,460400,877,521
2004,海南省,460000,儋州市,460400,2070,1660
2005,海南省,460000,儋州市,460400,2048,1658
2006,海南省,460000,儋州市,460400,2372,1945
2007,海南省,460000,儋州市,460400,3117,2765
2008,海南省,460000,儋州市,460400,2065,1553
2009,海南省,460000,儋州市,460400,2991,2126
2010,海南省,460000,儋州市,460400,2804,2176
2011,海南省,460000,儋州市,460400,2779,2121
2012,海南省,460000,儋州市,460400,3132,2324
2013,海南省,460000,儋州市,460400,3165,2278
2014,海南省,460000,儋州市,460400,4513,3296
2015,海南省,460000,儋州市,460400,5320,3750
2016,海南省,460000,儋州市,460400,5825,3763
2017,海南省,460000,儋州市,460400,7357,4974
2018,海南省,460000,儋州市,460400,10543,5855
2019,海南省,460000,儋州市,460400,14771,9953
2020,海南省,460000,儋州市,460400,17453,6608
2021,海南省,460000,儋州市,460400,16127,6824
2022,海南省,460000,儋州市,460400,13948,4734
2023,海南省,460000,儋州市,460400,6534,1948
2000,海南省,460000,五指山市,469001,96,68
2001,海南省,460000,五指山市,469001,82,31
2002,海南省,460000,五指山市,469001,326,264
2003,海南省,460000,五指山市,469001,189,108
2004,海南省,460000,五指山市,469001,570,491
2005,海南省,460000,五指山市,469001,389,309
2006,海南省,460000,五指山市,469001,320,246
2007,海南省,460000,五指山市,469001,725,595
2008,海南省,460000,五指山市,469001,439,327
2009,海南省,460000,五指山市,469001,486,355
2010,海南省,460000,五指山市,469001,554,385
2011,海南省,460000,五指山市,469001,544,383
2012,海南省,460000,五指山市,469001,678,473
2013,海南省,460000,五指山市,469001,729,484
2014,海南省,460000,五指山市,469001,890,628
2015,海南省,460000,五指山市,469001,814,569
2016,海南省,460000,五指山市,469001,785,545
2017,海南省,460000,五指山市,469001,979,694
2018,海南省,460000,五指山市,469001,1408,1025
2019,海南省,460000,五指山市,469001,3052,2399
2020,海南省,460000,五指山市,469001,23038,4103
2021,海南省,460000,五指山市,469001,2790,1422
2022,海南省,460000,五指山市,469001,1697,901
2023,海南省,460000,五指山市,469001,1877,1019
2000,海南省,460000,琼海市,469002,951,721
2001,海南省,460000,琼海市,469002,575,299
2002,海南省,460000,琼海市,469002,613,335
2003,海南省,460000,琼海市,469002,992,685
2004,海南省,460000,琼海市,469002,2617,2239
2005,海南省,460000,琼海市,469002,1391,1168
2006,海南省,460000,琼海市,469002,1521,1255
2007,海南省,460000,琼海市,469002,2351,1974
2008,海南省,460000,琼海市,469002,2299,1912
2009,海南省,460000,琼海市,469002,2477,2018
2010,海南省,460000,琼海市,469002,2429,1762
